客户ID,年龄,性别,收入,推广渠道,活动类型,广告消耗,点击率,转化率,网站访问量,人均页面浏览量,网站停留时间,社交分享量,邮件打开量,邮件点击量,历史购买次数,会员积分,广告平台,广告工具,是否转化,投放日期
12605,56,Male,48087.0,Email,Conversion,6227.96,0.17,0.17,37,7.66,9.07,92,12,9,5,3324,IsConfid,ToolConfid,1,2023-05-11
12606,44,Female,129824.0,PPC,Consideration,4839.55,0.08,0.12,11,9.46,7.54,45,6,5,6,438,IsConfid,ToolConfid,1,2023-11-23
12607,43,Male,129844.0,PPC,Consideration,7392.57,0.26,0.06,18,2.2,6.45,39,3,6,1,3777,IsConfid,ToolConfid,1,2023-05-18
12608,31,Male,107829.0,PPC,Conversion,8813.09,0.11,0.02,17,4.4,10.09,98,4,4,5,1069,IsConfid,ToolConfid,1,2023-08-14
12609,34,Male,96213.0,PPC,Conversion,8916.36,0.07,0.01,18,8.53,6.05,28,6,8,0,433,IsConfid,ToolConfid,1,2023-04-19
12610,35,Female,32803.0,PPC,Consideration,4600.33,0.14,0.02,27,5.43,0.54,69,10,0,2,2585,IsConfid,ToolConfid,1,2023-09-22
12611,62,Female,132192.0,SEO,Awareness,8607.49,0.26,0.08,11,8.58,1.96,15,2,6,1,3832,IsConfid,ToolConfid,1,2023-11-13
12612,42,Male,66002.0,PPC,Consideration,1104.43,0.03,0.05,31,2.05,9.95,45,12,5,6,1795,IsConfid,ToolConfid,1,2023-09-23
12613,46,Male,84875.54,Email,Consideration,1108.01,1.0,0.06,12,7.99,5.79,91,2,8,8,2402,IsConfid,ToolConfid,1,2023-04-10
12614,37,Male,148574.0,PPC,Awareness,5527.84,0.2,0.14,22,4.51,14.85,64,4,5,2,4276,IsConfid,ToolConfid,1,2023-04-24
12615,44,Female,91310.0,Referral,Retention,6553.26,0.11,0.19,35,7.24,5.63,28,13,1,2,4124,IsConfid,ToolConfid,1,2023-03-09
12616,35,Male,98579.0,Referral,Awareness,1614.64,0.03,0.05,29,3.64,2.07,51,19,8,8,2006,IsConfid,ToolConfid,1,2023-03-28
12617,21,Female,36163.0,Email,Awareness,4774.58,0.11,0.1,21,7.23,5.26,39,4,3,8,1207,IsConfid,ToolConfid,1,2023-09-09
12618,18,Female,88380.0,SEO,Conversion,1034.19,0.17,0.2,37,7.32,10.46,5,16,8,7,102,IsConfid,ToolConfid,1,2023-12-16
12619,42,Female,92883.0,Referral,Consideration,6060.78,0.29,0.19,44,4.77,8.16,26,13,2,2,2756,IsConfid,ToolConfid,1,2023-08-15
12620,18,Female,71885.0,SEO,Retention,8565.43,0.17,0.08,41,9.72,9.35,36,15,2,9,3603,IsConfid,ToolConfid,1,2023-08-20
12621,43,Female,106340.0,Social Media,Consideration,7402.63,0.18,0.11,2,1.0,2.11,21,19,4,5,4034,IsConfid,ToolConfid,1,2023-02-07
12622,62,Male,56764.0,Referral,Retention,3845.09,0.04,0.06,8,7.07,12.49,6,5,7,3,4090,IsConfid,ToolConfid,1,2023-10-28
12623,37,Female,112782.0,Referral,Awareness,9938.56,0.21,0.04,14,9.18,13.58,0,4,8,5,3493,IsConfid,ToolConfid,1,2023-11-15
12624,42,Female,82126.0,Referral,Conversion,6663.06,0.01,0.1,29,8.72,2.61,76,17,3,7,4451,IsConfid,ToolConfid,1,2023-03-12
12625,40,Male,127994.0,SEO,Awareness,8170.96,0.17,0.07,25,6.08,9.58,47,17,7,4,1259,IsConfid,ToolConfid,1,2023-07-16
12626,27,Female,87224.0,Email,Consideration,6730.0,0.24,0.15,29,9.06,3.83,50,14,9,3,3727,IsConfid,ToolConfid,1,2023-01-02
12627,28,Male,67055.0,SEO,Conversion,9895.22,0.03,0.11,4,1.97,3.14,13,18,4,9,4482,IsConfid,ToolConfid,1,2023-01-06
12628,58,Male,71599.0,Referral,Conversion,8231.46,0.1,0.15,30,5.89,3.47,78,3,8,1,2111,IsConfid,ToolConfid,1,2023-03-12
12629,58,Male,102787.0,Referral,Consideration,5242.29,0.29,0.06,21,9.83,8.06,11,5,2,0,92,IsConfid,ToolConfid,1,2023-08-26
12630,22,Female,98040.0,Referral,Retention,3732.11,0.17,0.12,40,9.92,13.35,48,8,7,0,1081,IsConfid,ToolConfid,1,2023-06-12
12631,18,Female,59720.0,Referral,Conversion,6853.33,0.17,0.13,14,7.11,12.37,40,8,4,8,925,IsConfid,ToolConfid,1,2023-03-17
12632,34,Female,113120.0,Social Media,Retention,5943.2,0.17,0.14,44,2.51,2.58,67,18,7,8,1577,IsConfid,ToolConfid,1,2023-07-21
12633,39,Male,64484.0,Referral,Retention,6330.57,0.17,0.04,34,2.02,7.89,84,16,9,9,2496,IsConfid,ToolConfid,1,2023-11-18
12634,51,Female,147976.0,SEO,Retention,3495.82,0.14,0.06,18,9.3,2.69,1,19,0,1,1534,IsConfid,ToolConfid,1,2023-02-15
12635,62,Male,134067.0,Referral,Conversion,4344.41,0.28,0.06,33,8.93,6.85,84,13,8,0,199,IsConfid,ToolConfid,1,2023-01-04
12636,58,Female,58852.0,PPC,Awareness,6227.96,0.23,0.12,17,3.84,8.66,61,7,4,5,2811,IsConfid,ToolConfid,1,2023-10-27
12637,46,Male,33219.0,Social Media,Conversion,8408.91,0.23,0.11,13,9.38,12.27,56,8,2,4,2828,IsConfid,ToolConfid,1,2023-09-26
12638,21,Male,128508.0,Referral,Awareness,7652.8,0.09,0.11,21,2.17,12.99,13,1,1,1,1064,IsConfid,ToolConfid,0,2023-01-04
12639,22,Male,84875.54,PPC,Conversion,1274.69,0.14,0.03,23,3.65,0.9,43,7,2,4,80,IsConfid,ToolConfid,1,2023-12-18
12640,28,Female,68865.0,SEO,Awareness,2530.99,0.15,0.07,12,6.8,10.49,65,8,0,1,864,IsConfid,ToolConfid,1,2023-12-24
12641,42,Female,74457.0,Social Media,Awareness,6227.96,0.1,0.14,7,2.54,6.45,74,12,5,1,3183,IsConfid,ToolConfid,0,2023-03-07
12642,38,Female,110159.0,Referral,Conversion,178.81,0.04,0.09,41,9.9,7.68,36,9,6,6,212,IsConfid,ToolConfid,1,2023-07-25
12643,52,Female,56817.0,SEO,Retention,2321.32,0.05,0.06,1,3.0,3.72,77,12,9,7,4469,IsConfid,ToolConfid,1,2023-06-03
12644,29,Female,88993.0,PPC,Conversion,96159.33,0.06,0.13,41,3.21,1.0,46,4,6,8,2639,IsConfid,ToolConfid,1,2023-07-11
12645,43,Female,113391.0,Social Media,Awareness,9057.0,0.07,0.15,26,5.27,12.61,60,14,1,4,3870,IsConfid,ToolConfid,1,2023-08-18
12646,42,Female,84875.54,Referral,Consideration,3978.51,0.08,0.06,33,8.01,3.84,83,19,2,4,2667,IsConfid,ToolConfid,1,2023-02-16
12647,36,Male,70400.0,SEO,Consideration,5675.67,0.08,0.07,28,2.08,13.26,98,6,3,7,3417,IsConfid,ToolConfid,1,2023-03-08
12648,62,Male,135855.0,Social Media,Conversion,7089.92,0.14,0.19,25,7.01,1.51,26,11,9,0,2664,IsConfid,ToolConfid,1,2023-02-24
12649,24,Female,56258.0,PPC,Conversion,9534.07,0.16,0.19,22,1.89,6.42,48,19,6,4,784,IsConfid,ToolConfid,1,2023-02-01
12650,42,Female,101006.0,Referral,Conversion,9138.03,0.1,0.05,35,1.85,11.26,59,15,9,8,4639,IsConfid,ToolConfid,1,2023-03-09
12651,24,Male,84875.54,Social Media,Consideration,666.2,0.27,0.13,8,1.37,4.22,69,1,7,3,1432,IsConfid,ToolConfid,0,2023-12-01
12652,43,Female,131466.0,PPC,Retention,6227.96,0.17,0.18,20,5.9,14.53,70,9,8,3,1367,IsConfid,ToolConfid,1,2023-09-15
12653,57,Female,38281.0,PPC,Conversion,586.53,0.24,0.1,41,4.92,9.74,44,8,5,8,100,IsConfid,ToolConfid,1,2023-04-30
12654,22,Male,97264.0,SEO,Conversion,6203.77,0.28,0.07,35,3.77,3.65,0,19,6,6,1701,IsConfid,ToolConfid,1,2023-11-13
12655,38,Female,71331.0,PPC,Retention,7133.88,0.06,0.14,2,5.74,12.01,12,2,7,1,2744,IsConfid,ToolConfid,1,2023-01-07
12656,42,Female,65680.0,PPC,Awareness,6227.96,0.13,0.02,6,5.52,14.78,37,10,6,1,1160,IsConfid,ToolConfid,1,2023-08-06
12657,21,Female,58723.0,Email,Conversion,102637.61,0.14,0.08,22,5.26,4.11,16,9,6,7,4803,IsConfid,ToolConfid,1,2023-08-13
12658,40,Male,30162.0,PPC,Consideration,4582.85,0.11,0.06,31,2.55,12.43,99,12,8,3,4846,IsConfid,ToolConfid,1,2023-06-25
12659,59,Female,114808.0,Referral,Consideration,9983.98,0.01,0.11,22,9.07,14.67,37,1,9,9,1472,IsConfid,ToolConfid,1,2023-02-06
12660,37,Female,121024.0,Social Media,Conversion,6227.96,0.25,0.04,15,6.58,3.7,0,15,5,4,4104,IsConfid,ToolConfid,1,2023-06-07
12661,32,Female,84875.54,Referral,Consideration,6227.96,0.17,0.15,4,2.15,3.9,0,7,0,0,2881,IsConfid,ToolConfid,0,2023-01-10
12662,42,Female,71095.0,Referral,Retention,3087.75,0.3,0.19,12,3.3,10.9,82,19,2,3,1392,IsConfid,ToolConfid,1,2023-04-04
12663,42,Male,31338.0,SEO,Awareness,352.53,0.23,0.08,9,7.88,14.28,29,9,4,5,708,IsConfid,ToolConfid,1,2023-08-04
12664,62,Female,107832.0,Email,Awareness,7845.16,0.18,0.02,1,7.99,10.58,76,16,8,6,355,IsConfid,ToolConfid,1,2023-09-04
12665,46,Male,31675.0,Email,Conversion,622.44,0.05,0.15,15,7.53,7.82,6,17,0,5,4463,IsConfid,ToolConfid,1,2023-07-10
12666,25,Female,109606.0,Referral,Conversion,7514.9,0.16,0.11,0,8.11,2.03,19,19,1,1,1290,IsConfid,ToolConfid,1,2023-06-21
12667,58,Female,40080.0,Social Media,Awareness,620.43,0.09,0.15,5,6.38,13.9,43,9,2,6,2193,IsConfid,ToolConfid,1,2023-05-15
12668,65,Female,132675.0,Email,Awareness,2602.0,0.08,0.13,18,3.6,1.5,72,1,3,3,4129,IsConfid,ToolConfid,1,2023-02-17
12669,36,Female,137513.0,Email,Conversion,8428.64,0.25,0.18,32,4.22,3.57,12,1,5,6,4783,IsConfid,ToolConfid,1,2023-09-05
12670,65,Female,33936.0,Referral,Consideration,9515.84,0.12,0.04,27,5.59,7.04,38,9,6,9,4357,IsConfid,ToolConfid,1,2023-06-05
12671,56,Male,30019.0,Email,Conversion,4203.81,0.14,0.04,4,3.21,7.76,19,1,6,1,2170,IsConfid,ToolConfid,1,2023-09-16
12672,63,Female,126718.0,SEO,Retention,9702.4,0.25,0.07,11,8.68,1.3,88,13,1,2,3067,IsConfid,ToolConfid,1,2023-09-26
12673,45,Male,87282.0,Referral,Conversion,6306.12,0.04,0.1,29,7.72,1.69,4,18,2,4,4888,IsConfid,ToolConfid,1,2023-11-10
12674,63,Female,69681.0,Email,Conversion,4216.77,0.18,0.19,16,9.82,2.31,51,8,0,3,761,IsConfid,ToolConfid,1,2023-04-17
12675,44,Male,108304.0,Email,Conversion,8047.73,0.18,0.18,18,4.74,1.08,24,15,0,4,2008,IsConfid,ToolConfid,1,2023-01-28
12676,42,Female,93861.0,Email,Conversion,3023.75,0.13,0.18,39,8.84,14.67,11,2,5,9,2413,IsConfid,ToolConfid,1,2023-07-24
12677,32,Female,130299.0,Referral,Conversion,2731.38,1.0,0.05,41,8.01,3.95,89,10,3,9,4768,IsConfid,ToolConfid,1,2023-01-13
12678,52,Female,24486.0,Social Media,Conversion,6599.82,0.28,0.15,24,8.49,13.25,55,11,9,3,4005,IsConfid,ToolConfid,1,2023-07-11
12679,54,Male,102021.0,PPC,Consideration,3965.82,0.14,0.08,34,7.19,11.87,85,6,3,2,3549,IsConfid,ToolConfid,1,2023-12-10
12680,18,Female,99864.0,Email,Conversion,1445.59,0.14,0.19,8,4.14,10.74,0,4,8,4,4446,IsConfid,ToolConfid,1,2023-02-23
12681,20,Female,84875.54,Referral,Awareness,762.95,0.16,0.05,31,3.2,10.04,71,19,7,2,3673,IsConfid,ToolConfid,1,2023-08-11
12682,64,Female,84875.54,Referral,Conversion,7899.64,0.22,0.04,38,3.45,7.73,99,1,2,6,50,IsConfid,ToolConfid,1,2023-02-13
12683,41,Female,71697.0,Email,Consideration,6791.52,0.2,0.17,37,6.1,8.68,48,3,2,4,153,IsConfid,ToolConfid,1,2023-01-14
12684,44,Female,137246.0,Email,Retention,6227.96,0.07,0.15,14,8.92,13.41,66,16,7,4,561,IsConfid,ToolConfid,1,2023-08-01
12685,57,Female,75998.0,PPC,Awareness,8972.65,0.03,0.17,44,5.04,11.77,21,17,1,8,1054,IsConfid,ToolConfid,1,2023-07-01
12686,53,Male,129537.0,Social Media,Conversion,4167.48,0.29,0.04,45,6.39,3.85,84,1,9,4,3678,IsConfid,ToolConfid,1,2023-07-18
12687,51,Female,117816.0,PPC,Conversion,7131.93,0.09,0.18,36,7.6,2.01,84,8,4,4,674,IsConfid,ToolConfid,1,2023-07-10
12688,46,Female,84875.54,Social Media,Awareness,9100.24,0.2,0.14,25,8.7,4.76,30,17,5,0,4419,IsConfid,ToolConfid,1,2023-12-04
12689,41,Female,70100.0,SEO,Conversion,8423.08,0.25,0.13,30,6.84,2.42,0,11,4,2,3812,IsConfid,ToolConfid,1,2023-06-27
12690,41,Male,128064.0,Social Media,Consideration,5159.94,0.17,0.12,29,6.66,14.34,26,9,0,0,263,IsConfid,ToolConfid,1,2023-04-17
12691,59,Female,101238.0,Referral,Conversion,6838.3,0.19,0.16,1,9.89,6.05,1,6,4,5,1861,IsConfid,ToolConfid,1,2023-08-27
12692,21,Female,84875.54,Email,Retention,4195.29,0.04,0.09,6,8.76,3.01,92,2,8,1,2127,IsConfid,ToolConfid,0,2023-07-13
12693,20,Male,103973.0,SEO,Consideration,6507.25,0.29,0.04,29,7.6,9.52,0,17,9,4,3120,IsConfid,ToolConfid,1,2023-01-24
12694,51,Female,145885.0,PPC,Conversion,2649.77,0.03,0.11,32,8.49,6.27,41,1,1,8,2155,IsConfid,ToolConfid,1,2023-05-18
12695,42,Male,85729.0,Social Media,Retention,4403.95,0.14,0.15,47,10.0,3.66,7,2,2,5,1613,IsConfid,ToolConfid,1,2023-05-09
12696,40,Male,110853.0,SEO,Awareness,2174.5,0.17,0.04,38,5.55,1.34,34,14,5,6,2029,IsConfid,ToolConfid,1,2023-10-03
12697,42,Female,141992.0,Referral,Consideration,478.03,0.24,0.05,46,7.35,1.84,34,8,2,8,3973,IsConfid,ToolConfid,1,2023-01-12
12698,40,Female,114018.0,Social Media,Conversion,5926.54,0.05,0.14,37,8.32,8.67,6,2,5,5,4412,IsConfid,ToolConfid,1,2023-12-30
12699,62,Male,104879.0,PPC,Conversion,8657.85,0.14,0.06,19,5.0,11.38,22,5,6,6,1873,IsConfid,ToolConfid,1,2023-06-30
12700,22,Female,49144.0,PPC,Awareness,353.22,0.1,0.15,18,9.59,13.92,22,10,2,2,2527,IsConfid,ToolConfid,1,2023-05-29
12701,48,Female,145143.0,Social Media,Awareness,2040.69,0.1,0.18,8,4.44,8.99,45,1,3,3,4074,IsConfid,ToolConfid,1,2023-01-14
12702,58,Female,77326.0,Referral,Consideration,4655.83,0.24,0.04,21,3.19,9.96,18,16,5,2,4651,IsConfid,ToolConfid,1,2023-09-30
12703,23,Female,97148.0,Email,Consideration,6692.38,0.01,0.08,31,7.09,4.01,78,2,0,5,2275,IsConfid,ToolConfid,1,2023-10-24
12704,54,Female,39307.0,Email,Consideration,1795.17,0.23,0.09,29,1.73,4.48,71,6,0,4,4958,IsConfid,ToolConfid,1,2023-02-17
12705,27,Female,80598.0,PPC,Conversion,661.28,0.25,0.1,5,2.14,6.55,96,9,4,0,2279,IsConfid,ToolConfid,1,2023-06-02
12706,57,Male,39623.0,Referral,Conversion,5238.58,0.17,0.08,16,9.73,13.1,98,18,7,9,2659,IsConfid,ToolConfid,1,2023-02-08
12707,24,Female,40249.0,PPC,Consideration,8205.23,0.19,0.24,36,3.53,6.81,12,2,0,9,4059,IsConfid,ToolConfid,1,2023-07-15
12708,56,Female,93765.0,Referral,Conversion,448.83,0.11,0.14,14,1.3,3.97,49,19,0,6,2681,IsConfid,ToolConfid,1,2023-11-24
12709,55,Female,111810.0,PPC,Awareness,42705.09,0.13,0.08,6,5.27,13.83,30,0,0,1,2141,IsConfid,ToolConfid,0,2023-07-01
12710,38,Male,122870.0,Social Media,Retention,6668.8,0.17,0.08,13,8.81,6.47,70,9,9,4,3814,IsConfid,ToolConfid,1,2023-06-14
12711,37,Female,92131.0,Social Media,Conversion,6227.96,0.27,0.11,19,4.0,1.65,83,12,0,8,3097,IsConfid,ToolConfid,1,2023-10-05
12712,20,Male,114138.0,Referral,Consideration,2435.87,0.14,0.2,29,4.77,8.41,37,7,8,3,2497,IsConfid,ToolConfid,1,2023-12-14
12713,42,Female,58377.0,Email,Conversion,5401.38,0.28,0.19,17,2.41,9.58,56,14,1,5,1964,IsConfid,ToolConfid,1,2023-06-05
12714,39,Male,72365.0,Referral,Awareness,9536.99,0.25,0.05,21,4.11,14.35,7,0,5,3,238,IsConfid,ToolConfid,1,2023-02-15
12715,42,Female,123412.0,Referral,Consideration,2944.69,0.27,0.14,24,9.69,12.2,99,11,1,6,2164,IsConfid,ToolConfid,1,2023-09-19
12716,21,Female,54551.0,Email,Retention,4926.52,0.21,0.16,23,8.89,1.97,13,2,4,8,4756,IsConfid,ToolConfid,1,2023-02-16
12717,45,Female,62926.0,SEO,Consideration,4059.32,0.26,0.17,30,7.66,7.92,93,5,4,5,3939,IsConfid,ToolConfid,1,2023-02-07
12718,29,Male,110214.0,SEO,Consideration,8984.23,0.17,0.11,48,8.08,6.79,50,9,8,9,3269,IsConfid,ToolConfid,1,2023-01-11
12719,55,Male,107750.0,PPC,Consideration,811.71,0.04,0.11,17,7.02,6.2,8,5,3,9,4925,IsConfid,ToolConfid,1,2023-10-16
12720,42,Male,58599.0,SEO,Conversion,6227.96,0.29,0.03,33,2.06,2.53,12,16,5,2,4858,IsConfid,ToolConfid,1,2023-09-22
12721,53,Male,118345.0,Social Media,Retention,8476.59,0.11,0.16,17,2.06,5.94,75,6,3,7,4511,IsConfid,ToolConfid,1,2023-12-18
12722,64,Female,129490.0,Referral,Awareness,9882.36,0.14,0.1,13,5.83,7.32,65,13,5,8,1268,IsConfid,ToolConfid,1,2023-04-18
12723,42,Male,113330.0,PPC,Conversion,7017.38,0.24,0.04,3,6.36,3.67,37,1,2,0,4687,IsConfid,ToolConfid,0,2023-07-29
12724,22,Female,42593.0,Referral,Retention,3861.36,0.0,0.15,6,9.75,8.85,20,13,3,7,920,IsConfid,ToolConfid,1,2023-01-17
12725,30,Male,80334.0,Email,Retention,4177.06,0.27,0.07,6,5.06,3.71,28,5,8,5,1960,IsConfid,ToolConfid,1,2023-04-27
12726,40,Female,114400.0,SEO,Conversion,3581.65,0.13,0.03,0,9.26,2.26,83,0,0,0,2519,IsConfid,ToolConfid,0,2023-06-09
12727,42,Female,129865.0,Email,Consideration,6075.77,0.12,0.1,39,9.91,14.77,49,17,6,8,300,IsConfid,ToolConfid,1,2023-12-04
12728,47,Male,135749.0,PPC,Retention,7420.12,0.02,0.05,23,8.6,10.48,63,5,2,0,1665,IsConfid,ToolConfid,1,2023-11-25
12729,54,Female,79893.0,Social Media,Awareness,8212.73,0.14,0.19,31,4.59,9.12,8,17,8,7,3075,IsConfid,ToolConfid,1,2023-04-15
12730,42,Male,62636.0,SEO,Conversion,4224.27,0.22,0.08,9,7.78,5.25,14,3,6,0,4569,IsConfid,ToolConfid,1,2023-06-20
12731,65,Male,89225.0,Email,Retention,7195.41,0.1,0.12,8,5.91,3.52,52,13,1,7,3337,IsConfid,ToolConfid,1,2023-06-26
12732,44,Female,60363.0,SEO,Awareness,9170.6,0.14,0.19,38,2.79,2.41,96,2,4,1,480,IsConfid,ToolConfid,0,2023-12-25
12733,42,Female,75959.0,Referral,Awareness,9216.17,0.07,0.08,2,2.17,1.41,52,13,0,1,1638,IsConfid,ToolConfid,0,2023-01-22
12734,31,Female,100223.0,Social Media,Awareness,7069.89,0.17,0.08,43,1.63,10.65,70,4,0,9,2196,IsConfid,ToolConfid,1,2023-03-30
12735,65,Female,105917.0,SEO,Awareness,6405.33,0.03,0.04,34,3.94,4.5,2,13,6,7,388,IsConfid,ToolConfid,1,2023-09-04
12736,64,Female,118629.0,Social Media,Conversion,5362.11,0.21,0.19,4,7.2,5.11,86,18,6,3,812,IsConfid,ToolConfid,1,2023-12-07
12737,53,Female,109125.0,Referral,Awareness,1913.66,0.12,0.16,6,9.22,2.83,21,7,7,6,1199,IsConfid,ToolConfid,1,2023-03-10
12738,56,Female,21120.0,Referral,Conversion,1323.93,0.02,0.05,11,3.88,2.2,38,4,7,9,4377,IsConfid,ToolConfid,1,2023-03-04
12739,33,Female,36491.0,Email,Awareness,4908.54,0.26,0.07,22,5.78,7.68,76,9,6,9,1170,IsConfid,ToolConfid,1,2023-04-29
12740,39,Male,63638.0,PPC,Awareness,1678.5,0.15,0.18,24,5.22,11.05,8,12,2,9,3498,IsConfid,ToolConfid,1,2023-05-21
12741,38,Male,59062.0,Email,Conversion,5812.3,0.18,0.11,16,1.98,14.87,33,5,2,4,2838,IsConfid,ToolConfid,1,2023-07-13
12742,38,Female,25193.0,Social Media,Consideration,6492.46,0.22,0.12,13,7.84,5.42,11,19,1,1,4392,IsConfid,ToolConfid,1,2023-10-19
12743,25,Female,109144.0,Email,Retention,5303.59,0.2,0.13,34,5.67,10.13,33,9,0,1,4562,IsConfid,ToolConfid,1,2023-06-28
12744,42,Male,35213.0,SEO,Retention,460.62,0.22,0.15,0,9.26,2.18,44,12,7,7,747,IsConfid,ToolConfid,1,2023-09-11
12745,33,Female,143214.0,Email,Conversion,671.51,0.23,0.19,21,8.52,8.56,96,19,5,2,2957,IsConfid,ToolConfid,1,2023-12-16
12746,48,Male,133915.0,PPC,Awareness,1222.08,0.18,0.16,27,3.5,8.01,49,9,4,9,1392,IsConfid,ToolConfid,1,2023-08-23
12747,59,Female,99766.0,PPC,Conversion,1621.09,0.12,0.19,22,3.81,0.96,98,0,0,7,404,IsConfid,ToolConfid,1,2023-06-20
12748,27,Male,103959.0,Social Media,Awareness,9899.84,0.08,0.17,17,5.83,7.5,27,3,4,2,2626,IsConfid,ToolConfid,1,2023-01-24
12749,49,Female,37187.0,Referral,Conversion,3510.5,0.27,0.11,45,2.13,7.68,38,12,9,4,2128,IsConfid,ToolConfid,1,2023-05-21
12750,51,Female,30040.0,PPC,Retention,2990.54,0.17,0.03,44,3.26,5.89,2,5,7,2,2318,IsConfid,ToolConfid,1,2023-12-03
12751,26,Male,86302.0,Social Media,Conversion,6227.96,0.11,0.18,43,8.39,8.82,46,7,7,0,4090,IsConfid,ToolConfid,1,2023-10-21
12752,34,Female,84875.54,PPC,Retention,6389.67,0.04,0.02,36,2.38,1.16,11,8,9,8,13,IsConfid,ToolConfid,0,2023-12-23
12753,28,Female,132000.0,PPC,Retention,6556.69,0.07,0.16,2,5.92,12.74,42,8,5,4,2786,IsConfid,ToolConfid,1,2023-02-24
12754,49,Male,23527.0,Referral,Retention,1836.94,0.2,0.17,13,4.55,8.05,76,13,1,2,4259,IsConfid,ToolConfid,1,2023-01-08
12755,27,Male,136994.0,SEO,Conversion,9200.49,0.06,0.09,38,2.81,0.97,66,0,1,3,4693,IsConfid,ToolConfid,1,2023-06-11
12756,39,Male,96557.0,Social Media,Consideration,8024.89,0.24,0.08,6,9.73,14.76,17,4,1,5,2431,IsConfid,ToolConfid,1,2023-08-14
12757,34,Female,103408.0,PPC,Conversion,2380.16,0.17,0.05,16,8.43,6.04,89,16,7,7,3087,IsConfid,ToolConfid,1,2023-03-17
12758,21,Female,122433.0,PPC,Conversion,4909.91,0.29,0.02,5,3.4,14.81,9,5,7,1,3472,IsConfid,ToolConfid,1,2023-10-09
12759,65,Male,97294.0,Referral,Consideration,4638.07,0.01,0.15,46,8.07,3.11,3,16,7,1,901,IsConfid,ToolConfid,0,2023-03-16
12760,42,Female,84875.54,SEO,Consideration,3550.35,0.29,0.02,18,1.06,0.93,11,4,0,2,548,IsConfid,ToolConfid,0,2023-09-22
12761,64,Male,45412.0,Referral,Retention,8194.58,0.22,0.19,14,3.5,10.84,52,1,8,5,3287,IsConfid,ToolConfid,1,2023-08-13
12762,42,Female,137997.0,Social Media,Awareness,1181.72,0.03,0.07,38,1.97,14.21,50,17,9,8,4759,IsConfid,ToolConfid,1,2023-06-13
12763,38,Male,141522.0,Referral,Awareness,4211.61,0.13,0.16,4,4.82,1.63,15,5,3,8,2911,IsConfid,ToolConfid,1,2023-12-31
12764,54,Female,34312.0,Social Media,Retention,4337.51,0.21,0.02,14,6.74,11.17,16,13,8,9,3583,IsConfid,ToolConfid,1,2023-03-30
12765,55,Female,42119.0,Referral,Conversion,4740.38,0.29,0.11,44,2.54,1.5,94,0,6,8,66,IsConfid,ToolConfid,1,2023-06-15
12766,42,Female,31804.0,SEO,Awareness,8627.36,0.06,0.11,25,3.15,12.01,25,10,2,8,2085,IsConfid,ToolConfid,1,2023-05-22
12767,18,Female,73986.0,Referral,Conversion,2259.85,0.05,0.1,38,4.53,8.93,1,9,9,5,4921,IsConfid,ToolConfid,1,2023-02-19
12768,42,Female,66545.0,SEO,Consideration,1118.94,0.15,0.13,44,6.68,11.84,28,14,9,9,3287,IsConfid,ToolConfid,1,2023-10-28
12769,42,Male,96519.0,Email,Consideration,6216.3,0.29,0.19,12,3.8,5.89,93,8,2,2,4954,IsConfid,ToolConfid,1,2023-03-27
12770,53,Female,49999.0,Social Media,Retention,1820.96,0.29,0.11,30,6.41,13.63,46,6,1,4,4883,IsConfid,ToolConfid,1,2023-07-22
12771,34,Female,116093.0,SEO,Conversion,841.83,0.08,0.06,12,4.14,4.89,10,11,6,5,3410,IsConfid,ToolConfid,1,2023-10-24
12772,58,Female,59758.0,SEO,Retention,4323.83,0.1,0.14,22,3.32,4.61,33,7,7,8,2019,IsConfid,ToolConfid,1,2023-04-19
12773,41,Female,114324.0,SEO,Awareness,2274.5,0.27,0.18,39,8.7,14.43,70,9,0,8,4221,IsConfid,ToolConfid,1,2023-04-07
12774,19,Female,117486.0,Referral,Awareness,3676.04,0.17,0.05,31,4.45,2.28,28,1,6,2,0,IsConfid,ToolConfid,0,2023-09-28
12775,57,Female,89519.0,Social Media,Awareness,2671.14,0.29,0.02,36,9.27,9.09,96,13,1,6,2452,IsConfid,ToolConfid,1,2023-04-24
12776,32,Male,23768.0,Email,Conversion,1017.1,0.27,0.01,3,3.75,8.82,48,8,6,8,1585,IsConfid,ToolConfid,1,2023-04-13
12777,49,Female,21504.0,SEO,Retention,5647.44,0.07,0.05,16,5.89,3.93,90,0,5,2,521,IsConfid,ToolConfid,1,2023-04-18
12778,56,Female,141481.0,Social Media,Retention,367.48,0.23,0.02,19,1.48,5.1,15,15,8,9,3357,IsConfid,ToolConfid,1,2023-03-26
12779,23,Female,87986.0,Referral,Awareness,9667.12,0.02,0.08,45,7.12,4.66,80,4,6,4,4380,IsConfid,ToolConfid,1,2023-08-28
12780,18,Female,96772.0,Referral,Retention,3479.17,0.25,0.09,10,8.16,12.77,74,7,8,0,3074,IsConfid,ToolConfid,1,2023-01-27
12781,64,Female,136721.0,Social Media,Consideration,6982.06,0.18,0.1,41,9.74,6.15,13,19,4,8,1259,IsConfid,ToolConfid,1,2023-04-02
12782,40,Male,28002.0,Email,Consideration,8122.59,0.29,0.04,32,8.53,5.7,12,0,5,9,139,IsConfid,ToolConfid,1,2023-08-21
12783,56,Female,95427.0,Social Media,Consideration,2863.14,0.29,0.1,38,3.81,9.73,34,16,5,0,3676,IsConfid,ToolConfid,1,2023-02-05
